model_name,num_images,clip_score_mean,clip_score_std,clip_score_min,clip_score_max,mean_time,std_time,min_time,max_time,total_time,quality_speed_ratio
SDXL,50,0.3331591796875,0.023292647778405735,0.267822265625,0.38330078125,3.5031187629699705,0.10519639645274319,3.40671968460083,4.196024417877197,175.15593814849854,0.09510359260701887
SD-2.1,50,0.3298388671875,0.02633857542285613,0.2724609375,0.3896484375,2.5178,0.01082404730218786,2.5,2.57,125.88999999999999,0.13100280688994362
SD-1.5,50,0.3247021484375,0.02715710793776233,0.256103515625,0.370849609375,2.6132,0.06214306075500306,2.58,3.04,130.66,0.12425461060672739
FLUX.1-dev,50,0.3223681640625,0.023491813796242232,0.267333984375,0.3642578125,12.75043462753296,0.21343699941411248,12.596746683120728,14.231190919876099,637.521731376648,0.025282915718526686
ControlNet,50,0.28241455078125,0.03988489913338997,0.170654296875,0.349609375,2.535757746696472,0.022887710989056894,2.5002012252807617,2.671612501144409,126.78788733482361,0.11137284354121497
